"","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price"
"994","Coimbatore",2014,72843,"Diesel","Manual","Second",17.3,1998,163.7,5,19.4585294117647,7.5343
"995","Coimbatore",2017,31056,"Diesel","Automatic","First",14.81,1998,163.7,5,19.4585294117647,11.7938461538461
"996","Coimbatore",2015,54955,"Diesel","Automatic","Third",14.81,1998,163.7,5,19.4585294117647,11.7938461538461
"997","Chennai",2009,90000,"Petrol","Manual","First",13.4,2362,164.7,5,19.4585294117647,5.54267857142857
"998","Pune",2006,154000,"Petrol","Manual","Third",13.2,2359,165,5,19.4585294117647,5.54267857142857
"999","Bangalore",2012,37000,"Diesel","Automatic","First",0,2987,165,5,22.4040625,18.2403333333333
"1000","Coimbatore",2016,22177,"Diesel","Automatic","First",0,2987,165,5,22.4040625,18.2631690140845
"1001","Mumbai",2012,78000,"Diesel","Automatic","Second",12.8,1968,167.6,5,22.4040625,18.2403333333333
"1002","Coimbatore",2012,94049,"Diesel","Automatic","First",12.8,1968,167.6,5,22.4040625,18.2403333333333
"1003","Delhi",2014,55000,"Diesel","Automatic","First",11.78,2143,167.62,5,22.4040625,18.2631690140845
"1004","Bangalore",2016,16000,"Diesel","Automatic","First",19.27,2143,167.62,5,37.938,26.4796875
"1005","Coimbatore",2018,26343,"Diesel","Automatic","First",19.27,2143,167.62,5,37.938,26.4796875
"1006","Coimbatore",2018,28358,"Diesel","Automatic","First",19.27,2143,167.62,5,37.938,26.4796875
"1007","Mumbai",2014,45000,"Diesel","Automatic","First",19.27,2143,167.62,5,37.938,21.42
"1008","Pune",2012,65000,"Diesel","Automatic","First",18.33,1968,167.7,5,37.938,18.2403333333333
"1009","Delhi",2014,150000,"Diesel","Automatic","First",12.55,2982,168.5,7,22.4040625,18.2631690140845
"1010","Hyderabad",2013,142000,"Diesel","Automatic","First",12.55,2982,168.5,7,22.4040625,18.2403333333333
"1011","Mumbai",2014,46000,"Diesel","Automatic","Second",12.55,2982,168.5,7,22.4040625,18.2631690140845
"1012","Pune",2013,105000,"Diesel","Automatic","Second",12.55,2982,168.5,7,22.4040625,18.2403333333333
"1013","Pune",2011,141844,"Diesel","Manual","First",12.55,2982,168.5,7,19.4585294117647,12.1560416666667
"1014","Hyderabad",2012,80000,"Diesel","Manual","First",12.55,2982,168.5,7,19.4585294117647,12.1560416666667
"1015","Pune",2015,59000,"Diesel","Automatic","First",12.55,2982,168.7,7,22.4040625,18.2631690140845
"1016","Mumbai",2016,35000,"Diesel","Automatic","First",12.55,2982,168.7,7,22.4040625,18.2631690140845
"1017","Hyderabad",2012,55500,"Diesel","Automatic","First",11.5,2982,169,7,22.4040625,18.2403333333333
"1018","Bangalore",2012,52000,"Diesel","Manual","First",12.55,2982,169,7,19.4585294117647,12.1560416666667
"1019","Jaipur",2014,80000,"Diesel","Automatic","First",13.2,1995,170,5,22.4040625,18.2631690140845
"1020","Bangalore",2011,56000,"Diesel","Automatic","First",13.2,1995,170,5,19.4585294117647,12.1560416666667
"1021","Bangalore",2011,60000,"Diesel","Automatic","First",13.2,1995,170,5,19.4585294117647,12.1560416666667
"1025","Kochi",2014,72443,"Diesel","Automatic","First",10,2148,170,5,22.4040625,18.2631690140845
"1028","Coimbatore",2013,50142,"Diesel","Automatic","First",14.84,2143,170,5,22.4040625,18.2403333333333
"1029","Chennai",2012,62940,"Diesel","Automatic","Second",14.84,2143,170,5,22.4040625,18.2403333333333
"1030","Coimbatore",2018,34464,"Diesel","Automatic","First",19.27,2143,170,5,37.938,26.4796875
"1031","Bangalore",2016,41737,"Diesel","Automatic","First",19.27,2143,170,5,37.938,26.4796875
"1032","Mumbai",2011,57900,"Diesel","Manual","First",15.8,2148,170,5,19.4585294117647,12.1560416666667
"1033","Pune",2014,130000,"Diesel","Automatic","First",11,2982,170.3,7,22.4040625,18.2631690140845
"1034","Mumbai",2014,49500,"Diesel","Manual","First",11.5,2982,171,7,22.4040625,18.2631690140845
"1035","Chennai",2011,150152,"Diesel","Manual","Second",11.5,2982,171,7,19.4585294117647,12.1560416666667
"1036","Pune",2011,124000,"Diesel","Manual","First",11.5,2982,171,7,19.4585294117647,12.1560416666667
"1037","Kolkata",2011,112999,"Diesel","Manual","First",11.5,2982,171,7,19.4585294117647,12.1560416666667
"1038","Pune",2009,110000,"Diesel","Manual","Third",11.5,2982,171,7,19.4585294117647,5.54267857142857
"1039","Delhi",2011,75000,"Diesel","Manual","First",11.5,2982,171,7,19.4585294117647,12.1560416666667
"1043","Mumbai",2013,89000,"Diesel","Automatic","First",14.16,1968,174.3,5,37.6592682926829,18.2403333333333
"1044","Jaipur",2016,35000,"Diesel","Automatic","First",14.16,1968,174.3,5,37.6592682926829,26.4796875
"1045","Pune",2013,87001,"Diesel","Automatic","First",17.11,1968,174.33,5,37.6592682926829,18.2403333333333
"1046","Bangalore",2014,36000,"Diesel","Automatic","First",17.11,1968,174.33,5,37.6592682926829,21.42
"1047","Mumbai",2013,49000,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,18.2403333333333
"1048","Hyderabad",2014,98000,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1049","Kochi",2015,42741,"Diesel","Automatic","Second",17.68,1968,174.33,5,37.6592682926829,21.42
"1050","Coimbatore",2014,114831,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1051","Delhi",2013,40000,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,18.2403333333333
"1052","Bangalore",2013,40000,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,18.2403333333333
"1053","Kochi",2015,48222,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1054","Kochi",2015,65438,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1055","Kolkata",2014,60000,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1056","Delhi",2013,20000,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,18.2403333333333
"1057","Kochi",2015,66095,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1058","Chennai",2014,51843,"Diesel","Automatic","Third",17.68,1968,174.33,5,37.6592682926829,21.42
"1059","Kochi",2016,55331,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,26.4796875
"1060","Kochi",2015,21730,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,21.42
"1061","Coimbatore",2016,47634,"Diesel","Automatic","First",17.68,1968,174.33,5,37.6592682926829,26.4796875
"1062","Mumbai",2013,75000,"Diesel","Automatic","Second",15.73,1968,174.33,5,37.6592682926829,18.2403333333333
"1063","Bangalore",2014,65000,"Diesel","Automatic","First",15.73,1968,174.33,5,37.6592682926829,21.42
"1064","Hyderabad",2014,50000,"Diesel","Automatic","First",15.73,1968,174.33,5,37.6592682926829,21.42
"1065","Jaipur",2015,61000,"Diesel","Automatic","First",15.73,1968,174.33,5,37.6592682926829,21.42
"1077","Kolkata",2009,49000,"Diesel","Automatic","First",18.48,1995,177,5,37.6592682926829,11.503949044586
"1078","Delhi",2011,58067,"Diesel","Automatic","First",18.48,1995,177,5,37.6592682926829,11.503949044586
"1082","Pune",2009,120000,"Petrol","Automatic","First",11.7,2354,177.6,5,37.6592682926829,11.503949044586
"1083","Mumbai",2009,80000,"Petrol","Automatic","Second",11.7,2354,177.6,5,37.6592682926829,11.503949044586
"1084","Delhi",2011,25000,"Petrol","Automatic","Second",11.7,2354,177.6,5,37.6592682926829,11.503949044586
"1085","Delhi",2012,79038,"Petrol","Manual","First",12.8,2354,177.6,5,37.6592682926829,12.178
"1086","Mumbai",2005,65000,"Petrol","Automatic","Second",11.7,1796,178,5,37.6592682926829,11.503949044586
"1087","Delhi",2014,61000,"Petrol","Automatic","First",12.98,2494,178.4,5,37.6592682926829,21.42
"1088","Delhi",2012,80724,"Petrol","Automatic","First",12.98,2494,178.4,5,37.6592682926829,18.2403333333333
"1089","Mumbai",2014,23000,"Petrol","Automatic","First",11.07,2496,179.5,5,37.6592682926829,21.42
"1090","Mumbai",2010,106565,"Petrol","Automatic","First",10.2,2354,180,5,37.6592682926829,11.503949044586
"1091","Kochi",2011,89219,"Petrol","Manual","First",10.2,2354,180,5,37.6592682926829,11.503949044586
"1092","Mumbai",2016,14000,"Petrol","Automatic","First",13.6,1598,181,4,37.6592682926829,26.4796875
"1094","Coimbatore",2016,90904,"Diesel","Automatic","First",9,1984,181,5,37.6592682926829,26.4796875
"1095","Ahmedabad",2013,64000,"Diesel","Automatic","First",14.7,1984,181,5,37.6592682926829,18.2403333333333
"1097","Delhi",2014,41309,"Diesel","Automatic","First",18.88,1995,184,5,37.6592682926829,21.42
"1098","Ahmedabad",2014,75000,"Diesel","Automatic","First",18.88,1995,184,5,37.6592682926829,21.42
"1099","Hyderabad",2015,39524,"Diesel","Automatic","First",19.59,1995,184,5,37.6592682926829,21.42
"1100","Hyderabad",2015,40000,"Diesel","Automatic","First",19.59,1995,184,5,37.6592682926829,21.42
"1101","Coimbatore",2013,30788,"Diesel","Automatic","First",17.05,1995,184,5,37.6592682926829,18.2403333333333
"1102","Ahmedabad",2014,47000,"Diesel","Automatic","First",17.05,1995,184,5,37.6592682926829,21.42
"1103","Jaipur",2012,88375,"Diesel","Automatic","Second",17.05,1995,184,5,37.6592682926829,18.2403333333333
"1104","Coimbatore",2015,74485,"Diesel","Automatic","First",16.09,1995,184,5,37.6592682926829,21.42
"1105","Coimbatore",2014,78984,"Diesel","Automatic","First",16.09,1995,184,5,37.6592682926829,21.42
"1106","Mumbai",2011,87248,"Petrol","Automatic","Second",14.74,1991,184,5,37.6592682926829,11.503949044586
"1107","Mumbai",2016,40000,"Diesel","Automatic","First",11.18,2696,184,7,37.6592682926829,26.4796875
"1108","Mumbai",2011,55000,"Petrol","Automatic","Second",12.3,1796,185,5,37.6592682926829,11.503949044586
"1109","Delhi",2012,65000,"Petrol","Automatic","First",11.74,1796,186,5,45.3733333333333,18.2403333333333
"1110","Kochi",2015,34386,"Diesel","Automatic","First",16.36,2179,187.7,5,59.8177272727273,28.9963358778626
"1111","Kochi",2015,27912,"Diesel","Automatic","First",16.36,2179,187.7,5,59.8177272727273,28.9963358778626
"1112","Coimbatore",2016,58840,"Diesel","Automatic","First",16.36,2179,187.7,5,59.8177272727273,28.9963358778626
"1113","Hyderabad",2015,49000,"Diesel","Automatic","Second",12.7,2179,187.7,5,59.8177272727273,28.9963358778626
"1114","Hyderabad",2015,30000,"Diesel","Automatic","First",12.7,2179,187.7,5,59.8177272727273,28.9963358778626
"1117","Kochi",2012,78979,"Diesel","Automatic","First",18.53,1968,187.74,5,59.8177272727273,18.2403333333333
"1119","Ahmedabad",2016,40000,"Diesel","Automatic","First",22.69,1995,190,5,49.0218181818182,28.9963358778626
"1120","Coimbatore",2017,41078,"Diesel","Automatic","First",22.69,1995,190,5,49.0218181818182,35.3142682926829
"1123","Delhi",2014,70000,"Diesel","Automatic","First",18.12,1995,190,5,59.8177272727273,28.9963358778626
"1124","Bangalore",2015,52100,"Diesel","Automatic","Second",18.12,1995,190,5,59.8177272727273,28.9963358778626
"1125","Bangalore",2013,49000,"Diesel","Automatic","Second",18.12,1995,190,5,59.8177272727273,18.2403333333333
"1126","Kochi",2015,41700,"Diesel","Automatic","First",18.12,1995,190,5,59.8177272727273,28.9963358778626
"1127","Bangalore",2015,66508,"Diesel","Automatic","First",18.12,1995,190,5,59.8177272727273,28.9963358778626
"1130","Coimbatore",2017,17273,"Diesel","Automatic","First",20.68,1995,190,5,59.8177272727273,35.3142682926829
"1133","Bangalore",2012,44000,"Petrol","Automatic","First",12.37,2359,198.25,5,45.3733333333333,18.2403333333333
"1134","Bangalore",2016,70000,"Diesel","Manual","First",11.1,2400,200,7,59.8177272727273,28.9963358778626
"1135","Delhi",2014,22230,"Diesel","Manual","First",11.1,2400,200,7,59.8177272727273,28.9963358778626
"1136","Bangalore",2015,38339,"Diesel","Automatic","First",13,2143,201.1,5,59.8177272727273,28.9963358778626
"1137","Mumbai",2013,42000,"Diesel","Automatic","First",13,2143,201.1,5,59.8177272727273,18.2403333333333
"1138","Coimbatore",2015,43020,"Diesel","Automatic","First",13,2143,201.1,5,59.8177272727273,28.9963358778626
"1140","Delhi",2016,22000,"Diesel","Automatic","First",19.71,2143,201.15,5,59.8177272727273,28.9963358778626
"1141","Hyderabad",2013,73000,"Diesel","Automatic","First",14.21,2143,203,5,59.8177272727273,18.2403333333333
"1142","Ahmedabad",2012,50000,"Diesel","Automatic","Second",14.21,2143,203,5,59.8177272727273,18.2403333333333
"1143","Hyderabad",2010,58000,"Diesel","Automatic","First",14.21,2143,203,5,59.8177272727273,11.503949044586
"1144","Pune",2011,130000,"Diesel","Automatic","First",14.21,2143,203,5,59.8177272727273,11.503949044586
"1145","Pune",2013,88700,"Diesel","Automatic","First",14.21,2143,203,5,59.8177272727273,18.2403333333333
"1146","Mumbai",2003,66800,"Petrol","Automatic","Second",11.2,2497,203,5,45.3733333333333,11.503949044586
"1147","Mumbai",2014,34000,"Diesel","Automatic","First",15.26,2143,203.2,5,59.8177272727273,28.9963358778626
"1148","Coimbatore",2017,32090,"Diesel","Automatic","First",13,2143,204,5,59.8177272727273,35.3142682926829
"1149","Delhi",2011,70000,"Diesel","Automatic","First",13,2143,204,5,59.8177272727273,11.503949044586
"1150","Pune",2015,46000,"Diesel","Automatic","First",13,2143,204,5,59.8177272727273,28.9963358778626
"1151","Ahmedabad",2016,29000,"Diesel","Automatic","First",13,2143,204,5,59.8177272727273,28.9963358778626
"1152","Bangalore",2016,40000,"Diesel","Automatic","First",15,2143,204,5,59.8177272727273,28.9963358778626
"1153","Delhi",2013,35000,"Diesel","Automatic","First",13,2143,204,5,59.8177272727273,18.2403333333333
"1154","Pune",2010,65505,"Diesel","Automatic","First",14.94,2143,204,5,59.8177272727273,11.503949044586
"1155","Hyderabad",2011,45000,"Diesel","Automatic","Second",14.94,2143,204,5,59.8177272727273,11.503949044586
"1156","Mumbai",2009,49000,"Petrol","Automatic","Second",9.74,1984,208,5,45.3733333333333,11.503949044586
"1157","Ahmedabad",2009,99000,"Petrol","Automatic","Second",9.74,1984,208,5,45.3733333333333,11.503949044586
"1158","Delhi",2015,33000,"Diesel","Automatic","First",11.5,2987,210,5,59.8177272727273,28.9963358778626
"1159","Hyderabad",2007,99000,"Petrol","Manual","First",13,2987,210,5,45.3733333333333,11.503949044586
"1160","Hyderabad",2011,70000,"Diesel","Automatic","First",13.2,2400,215,5,59.8177272727273,11.503949044586
"1161","Delhi",2011,87000,"Diesel","Automatic","Second",13.1,2400,215,5,59.8177272727273,11.503949044586
"1162","Mumbai",2008,69000,"Diesel","Automatic","Third",16.73,2495,218,5,59.8177272727273,11.503949044586
"1163","Kochi",2012,61665,"Diesel","Automatic","First",16.73,2993,218,5,59.8177272727273,28.3670588235294
"1164","Delhi",2012,80000,"Diesel","Automatic","First",16.73,2993,218,5,59.8177272727273,28.3670588235294
"1165","Bangalore",2009,92000,"Petrol","Automatic","First",11.5,2497,218,5,45.3733333333333,11.503949044586
"1166","Bangalore",2016,26900,"Diesel","Automatic","First",12,2987,224,7,77.3941666666667,49.183947368421
"1167","Hyderabad",2008,67000,"Diesel","Automatic","First",8.7,2987,224.34,5,59.8177272727273,11.503949044586
"1168","Hyderabad",2010,78265,"Diesel","Automatic","First",12.19,2967,236,5,59.8177272727273,11.503949044586
"1169","Bangalore",2014,43000,"Diesel","Automatic","Second",15.15,2967,240,5,77.3941666666667,49.183947368421
"1170","Coimbatore",2014,58598,"Diesel","Automatic","First",11.2,2993,241,4,77.3941666666667,49.183947368421
"1171","Hyderabad",2011,76000,"Diesel","Automatic","First",11.2,2993,241,4,59.8177272727273,11.503949044586
"1172","Bangalore",2011,45000,"Diesel","Automatic","First",14.94,2967,241.4,5,59.8177272727273,31.5527192982456
"1173","Bangalore",2017,18000,"Diesel","Automatic","First",13.22,2967,241.4,5,77.3941666666667,55.1442857142857
"1174","Coimbatore",2015,53093,"Diesel","Automatic","Second",12.07,2967,241.4,7,77.3941666666667,55.1442857142857
"1175","Hyderabad",2012,147202,"Diesel","Automatic","First",11.8,2993,241.6,7,59.8177272727273,31.5527192982456
"1176","Kochi",2012,89190,"Diesel","Automatic","Second",11.4,2993,245.41,7,59.8177272727273,31.5527192982456
"1177","Kochi",2013,66848,"Diesel","Automatic","First",11.8,2967,246.7,5,59.8177272727273,31.5527192982456
"1182","Kochi",2015,69095,"Diesel","Automatic","First",11.3,2987,254.8,7,77.3941666666667,55.1442857142857
"1183","Chennai",2015,67000,"Diesel","Automatic","First",11.3,2987,254.8,7,77.3941666666667,55.1442857142857
"1184","Hyderabad",2013,88000,"Diesel","Automatic","First",11.3,2987,254.8,7,59.8177272727273,31.5527192982456
"1185","Bangalore",2015,16000,"Diesel","Automatic","First",14.69,2993,258,5,28.7886363636364,55.1442857142857
"1186","Kochi",2018,16409,"Diesel","Automatic","First",14.69,2993,258,5,28.7886363636364,55.1442857142857
"1187","Kochi",2015,58898,"Diesel","Automatic","First",14.69,2993,258,5,28.7886363636364,55.1442857142857
"1188","Hyderabad",2009,51000,"Diesel","Automatic","First",14.49,2993,258,5,28.7886363636364,31.5527192982456
"1189","Mumbai",2013,60000,"Diesel","Automatic","First",16.46,2993,258,5,28.7886363636364,31.5527192982456
"1190","Delhi",2015,31000,"Diesel","Automatic","Second",15.97,2993,258,5,28.7886363636364,55.1442857142857
"1192","Hyderabad",2011,53000,"Diesel","Automatic","First",14.74,2993,270.9,5,28.7886363636364,31.5527192982456
"1193","Kolkata",2014,12000,"Diesel","Automatic","First",14.74,2993,270.9,5,28.7886363636364,31.5527192982456
"1194","Hyderabad",2011,82000,"Diesel","Automatic","First",13.5,2987,282,5,28.7886363636364,31.5527192982456
"1195","Kochi",2014,33128,"Diesel","Automatic","First",17.54,2993,313,4,28.7886363636364,31.5527192982456
"1196","Kochi",2013,86107,"Petrol","Automatic","First",8.45,2979,321,5,28.7886363636364,31.5527192982456
"1197","Kolkata",2012,14850,"Petrol","Automatic","First",10,3696,328.5,2,28.7886363636364,31.5527192982456
"1198","Kochi",2015,23742,"Petrol","Automatic","First",15.04,1991,360,5,28.7886363636364,55.1442857142857
"1200","Mumbai",2008,65000,"Petrol","Automatic","Third",10.13,3498,364.9,5,28.7886363636364,31.5527192982456
"1201","Delhi",2009,64000,"Petrol","Automatic","First",7.94,4395,450,4,28.7886363636364,31.5527192982456
"1203","Jaipur",2008,135000,"Diesel","Manual","First",17.8,1399,NA,5,15.0871428571429,3.57936936936937
"1204","Pune",2009,134000,"Diesel","Manual","First",17.8,1399,NA,5,15.0871428571429,3.57936936936937
"1205","Kolkata",2009,39408,"Diesel","Manual","First",17.8,1399,NA,5,15.0871428571429,3.57936936936937
"1206","Pune",1996,65000,"Diesel","Manual","Second",14.1,1995,NA,5,19.4585294117647,5.54267857142857
"1207","Bangalore",2011,43189,"Petrol","Manual","First",0,999,NA,5,5.05769230769231,2.85541446208113
"1208","Chennai",2002,120000,"Petrol","Manual","Fourth & Above",0,999,NA,5,5.05769230769231,1.75543252595156
"1209","Kolkata",2002,80000,"Petrol","Manual","First",0,1086,NA,5,5.05769230769231,1.75543252595156
"1210","Coimbatore",2007,64168,"Petrol","Automatic","First",17,1086,NA,5,5.05769230769231,1.75543252595156
"1211","Bangalore",2007,47000,"Petrol","Manual","Second",0,1086,NA,5,5.05769230769231,1.75543252595156
"1212","Jaipur",2007,85000,"Petrol","Manual","Second",0,1086,NA,5,5.05769230769231,1.75543252595156
"1213","Kolkata",2012,72000,"Diesel","Manual","First",17.8,1248,NA,5,8.3409756097561,2.85541446208113
"1214","Coimbatore",2016,69564,"Diesel","Manual","First",17.8,1248,NA,5,8.3409756097561,5.19839285714286
"1215","Coimbatore",2009,67038,"Petrol","Automatic","First",9.1,2349,NA,5,19.4585294117647,5.54267857142857
"1216","Chennai",2008,63288,"Petrol","Automatic","First",9.1,2349,NA,5,19.4585294117647,5.54267857142857
"1217","Chennai",2006,140000,"Diesel","Manual","Second",13.5,1405,NA,5,19.4585294117647,3.57936936936937
"1218","Bangalore",2012,90000,"Diesel","Manual","First",23.59,1364,NA,5,10.3523684210526,5.13807692307693
"1219","Kolkata",2013,60000,"Diesel","Manual","First",23.59,1364,NA,5,10.3523684210526,5.13807692307693
"1220","Delhi",2012,77800,"Petrol","Manual","First",18.3,1197,NA,5,7.25049504950495,2.85541446208113
"1221","Kolkata",2012,37212,"Petrol","Manual","First",18.3,1197,NA,5,7.25049504950495,2.85541446208113
"1222","Hyderabad",2012,139000,"Diesel","Manual","First",23.59,1364,NA,5,10.3523684210526,5.13807692307693
"1223","Jaipur",2012,121134,"Diesel","Manual","First",23.59,1364,NA,5,10.3523684210526,5.13807692307693
"1224","Hyderabad",2013,86000,"Diesel","Manual","First",23.59,1364,NA,5,10.3523684210526,5.13807692307693
"1225","Bangalore",2009,150000,"Diesel","Automatic","Second",18.48,NA,NA,NA,10.9831081081081,3.04814049586777
"1226","Chennai",2009,95000,"Diesel","Automatic","Second",18.48,NA,NA,NA,10.9831081081081,3.04814049586777
"1227","Jaipur",2010,65000,"Petrol","Manual","Third",14.6,NA,NA,NA,19.4585294117647,3.57936936936937
"1228","Bangalore",2012,58000,"Petrol","Automatic","Second",15,NA,NA,NA,22.4040625,18.2403333333333
"1229","Kolkata",2016,27000,"Diesel","Manual","First",0,NA,NA,NA,19.4585294117647,11.7938461538461
"1230","Kolkata",2015,36009,"Petrol","Manual","First",16.1,NA,NA,NA,12.8079487179487,6.85576923076923
"1231","Pune",2010,115000,"Petrol","Manual","Second",16.1,NA,NA,NA,12.8079487179487,3.04814049586777
"1232","Bangalore",2009,72000,"Petrol","Manual","Second",17.5,NA,NA,NA,5.05769230769231,1.75543252595156
"1233","Bangalore",2012,56600,"Diesel","Manual","First",23.59,NA,NA,NA,5.05769230769231,2.85541446208113
"1234","Kochi",2012,59311,"Petrol","Manual","First",18.3,NA,NA,NA,5.05769230769231,2.85541446208113
